isotopeLabel,compound,formula,M,H,L,N,I,G,E,F,J,K,C,A,B,D
C13-label-19,TG(22:4_16:0_20:0),C61H113O6N,1384451,1411045,1457773.62,1532977.62,1334336.62,NA,2532285.75,1748375.88,2430718.25,2990455.25,NA,3102659.75,2784771.25,3200482.25
C13-label-2,TG(22:4_16:0_20:0),C61H113O6N,5228758.5,5922156,4176318.75,4920176.5,4104190,NA,3351411.25,5386177.5,4439453.5,5576969.5,NA,5438094.5,4735259,5231554.5
C13-label-20,TG(22:4_16:0_20:0),C61H113O6N,411882.22,0,468744.34,282275.28,433298.59,NA,1008409.69,390457.75,1009368,476540.5,NA,1439179.62,265104.31,417292.59
C13-label-21,TG(22:4_16:0_20:0),C61H113O6N,0,0,0,0,0,NA,192950.19,0,0,0,NA,0,0,0
C13-label-3,TG(22:4_16:0_20:0),C61H113O6N,1013305.31,1302003.5,1088228.38,1289388.12,975684,NA,815699.19,1495521.88,683612.62,845153.25,NA,1276376.38,577181.88,474363.38
C13-label-35,TG(22:4_16:0_20:0),C61H113O6N,0,0,0,0,0,NA,153711.36,0,0,0,NA,0,0,0
C13-label-36,TG(22:4_16:0_20:0),C61H113O6N,0,0,0,0,0,NA,249731.12,0,0,0,NA,430112.84,402649.5,373276.88
C12 PARENT,TG(22:5_18:0_20:0),C63H115O6N,9736778,9935489,10377839,12733751,13538915,NA,7495889.5,9821676,8949637,9188747,NA,5047935,7586798,6445946
C13-label-1,TG(22:5_18:0_20:0),C63H115O6N,8374726.5,6482972.5,7042605.5,7189280.5,8449423,NA,4748024.5,6304562,5985084,6885097.5,NA,4097742.75,4192629.25,4042732.25
C13-label-18,TG(22:5_18:0_20:0),C63H115O6N,1298925,1339705.5,1704097.38,1659473,1285758.12,NA,2828275.25,2280795.5,2249484,3022147,NA,2055420.38,2382918.75,1817477.5
C13-label-19,TG(22:5_18:0_20:0),C63H115O6N,1263315.5,247828.06,582246.19,382080,1036653.81,NA,1105161.75,717063.25,1080944.88,1934605.88,NA,1260845.5,1176422.12,504536.12
C13-label-2,TG(22:5_18:0_20:0),C63H115O6N,2812398.75,2384364.25,2361638.75,3568004.75,3481364.75,NA,2560051.5,1657227.62,1689057.12,1971711.62,NA,2036343.5,2103005,2196252.75
C13-label-20,TG(22:5_18:0_20:0),C63H115O6N,0,171589.2,167289.28,0,0,NA,159003.95,322069.5,385564.88,359201.09,NA,0,0,168902
C13-label-3,TG(22:5_18:0_20:0),C63H115O6N,304925.88,854483.19,281871.28,595723.06,687995.75,NA,288725.16,510256.53,240439.05,459014.66,NA,735372.56,345126.06,286190.66
C12 PARENT,TG(14:0_16:0_18:2),C51H97O6N,100584288,223908544,83230184,93118440,68894240,NA,38166076,200246960,144534368,152635280,NA,137562800,183244464,130452856
C13-label-1,TG(14:0_16:0_18:2),C51H97O6N,55638996,129148896,44522740,56947424,39570484,NA,21452054,114925416,84117352,89078968,NA,80644136,110685368,73691848
C13-label-11,TG(14:0_16:0_18:2),C51H97O6N,0,0,0,0,0,NA,45352.4,0,0,0,NA,0,0,0
C13-label-16,TG(14:0_16:0_18:2),C51H97O6N,0,0,0,110473.38,73935.8,NA,0,248861.77,96327.7,138965.98,NA,315883.53,215316.02,393721.28
C13-label-17,TG(14:0_16:0_18:2),C51H97O6N,89386.66,265410.16,311025.34,97895.16,327835.09,NA,315252.22,330464.06,844457,1404066.88,NA,371544.03,1724288,862686.75
C13-label-18,TG(14:0_16:0_18:2),C51H97O6N,4378270.5,6750406,5220078.5,5838068,3409629,NA,4947078.5,11567093,13184899,15872127,NA,18340934,26696322,17897776
C13-label-19,TG(14:0_16:0_18:2),C51H97O6N,1475204.5,2580393,2239227.75,2494936.5,1465675.62,NA,1836369.62,4537329.5,5055868,7378894,NA,7407524,10060789,6584268.5
C13-label-2,TG(14:0_16:0_18:2),C51H97O6N,18075290,36943428,18033890,23489046,14675867,NA,7112196.5,42055464,29300560,31668098,NA,29865560,43876324,28647618
C13-label-20,TG(14:0_16:0_18:2),C51H97O6N,444058.41,414930.75,361615.84,591762.06,769727.31,NA,349172.59,1547165.62,1247988.88,1595991.5,NA,2304840.25,3501755,1543937.62
C13-label-21,TG(14:0_16:0_18:2),C51H97O6N,0,171738.67,45341.44,0,77969.89,NA,159761.48,0,152484.27,254837.92,NA,304337.84,733444,152972.7
C13-label-22,TG(14:0_16:0_18:2),C51H97O6N,0,293350.56,0,111460.53,85040.41,NA,71650.33,0,281398.84,153337.8,NA,480085.16,246208.36,123245.85
C13-label-26,TG(14:0_16:0_18:2),C51H97O6N,0,0,83285.09,0,0,NA,0,0,104835.85,0,NA,0,136227.14,145864.19
C13-label-29,TG(14:0_16:0_18:2),C51H97O6N,0,94999.37,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-3,TG(14:0_16:0_18:2),C51H97O6N,3377354.75,8841413,4676644,6158137.5,3716795.25,NA,2290286,9695153,6704700.5,6868617.5,NA,7809299.5,13936312,7735968
C13-label-4,TG(14:0_16:0_18:2),C51H97O6N,1298774.5,3011675.25,1131245.5,3153542,1460761.62,NA,771267.81,3617899,1497009.62,3083146.75,NA,3019068,6016042.5,3206663.75
C13-label-45,TG(14:0_16:0_18:2),C51H97O6N,0,0,0,0,0,NA,0,0,74872.38,0,NA,0,0,0
C13-label-5,TG(14:0_16:0_18:2),C51H97O6N,392418.34,804179.69,468248.59,1030801.81,421742.22,NA,323082.47,1152604.25,938014.69,1260387.12,NA,1262398.75,2281069.25,536635.06
C13-label-6,TG(14:0_16:0_18:2),C51H97O6N,118929.74,233351.12,55261.54,344041.41,188809.02,NA,113036.03,477665.59,204647.95,229254.42,NA,356979.66,1197753.75,564177.31
C13-label-7,TG(14:0_16:0_18:2),C51H97O6N,0,0,0,0,70210.12,NA,0,0,95281.25,0,NA,0,417646,0
C13-label-8,TG(14:0_16:0_18:2),C51H97O6N,0,0,0,0,76534.53,NA,0,0,0,92272.29,NA,0,0,0
C12 PARENT,TG(14:0_16:1_18:2),C51H95O6N,49375660,115670784,42539276,37698920,29156742,NA,17314872,111829600,89955944,84273488,NA,82203520,119116232,85745960
C13-label-1,TG(14:0_16:1_18:2),C51H95O6N,28545912,65215296,23194698,20827306,16569241,NA,9026199,67796256,50302996,49200368,NA,50378476,71783552,47278556
C13-label-11,TG(14:0_16:1_18:2),C51H95O6N,0,0,0,0,0,NA,0,0,65830.98,0,NA,0,50617.99,0
C13-label-13,TG(14:0_16:1_18:2),C51H95O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,58475.54,0
C13-label-16,TG(14:0_16:1_18:2),C51H95O6N,111317.13,329682.44,132302.83,270053.78,64045.05,NA,71556.76,498935.41,503170.66,766578.31,NA,711015.69,670946.44,628127
C13-label-17,TG(14:0_16:1_18:2),C51H95O6N,107357.99,602639.25,204037.62,206017.55,224852.25,NA,198933.42,828629.75,877299.19,1029023.5,NA,1110593.5,1770961.88,853154
C13-label-18,TG(14:0_16:1_18:2),C51H95O6N,3501521.75,7793632,3355950,3222552,2368128.25,NA,3100093.25,11354175,12353221,14608911,NA,16753632,21442760,14557856
C13-label-19,TG(14:0_16:1_18:2),C51H95O6N,845163.44,2797624.75,1225005.38,1207483,917146.31,NA,1103697.88,4703402.5,4255122.5,4623484,NA,5894093.5,8267348,5708874.5
C13-label-2,TG(14:0_16:1_18:2),C51H95O6N,9353487,20321520,7646846,7585148.5,4960532,NA,3581017,21584466,16040889,18063130,NA,17876302,25161088,16191965
C13-label-20,TG(14:0_16:1_18:2),C51H95O6N,315527.72,990670.19,275632.69,335245.53,172691.8,NA,342747.84,1300070.88,1046232.81,1483974.5,NA,1702211.38,2001854.12,1672756.62
C13-label-21,TG(14:0_16:1_18:2),C51H95O6N,93042.09,282826.53,53277.24,60959.84,0,NA,0,255301.45,250674.8,257413.62,NA,280698.72,590361.06,332323.62
C13-label-22,TG(14:0_16:1_18:2),C51H95O6N,33803.36,0,0,48307.86,0,NA,33378.95,142194.62,56605.41,93154.75,NA,147718.5,212559.8,159842.58
C13-label-23,TG(14:0_16:1_18:2),C51H95O6N,0,0,0,43534.78,0,NA,0,0,0,0,NA,0,0,112902.51
C13-label-25,TG(14:0_16:1_18:2),C51H95O6N,0,0,0,0,0,NA,0,0,0,48136.19,NA,0,0,0
C13-label-26,TG(14:0_16:1_18:2),C51H95O6N,0,70440.13,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-3,TG(14:0_16:1_18:2),C51H95O6N,2008696.12,4668547.5,1783796.12,2097078,1538670.88,NA,817539.31,6055524.5,4013212,4293667.5,NA,4333872,6595840,3851079.75
C13-label-4,TG(14:0_16:1_18:2),C51H95O6N,796635.81,1712935.5,325895.75,631693.94,238279.56,NA,343692.41,1812022,901154,1448007.12,NA,1298227.25,2034817.5,1570402.62
C13-label-41,TG(14:0_16:1_18:2),C51H95O6N,0,0,0,0,0,NA,0,83879.84,0,0,NA,0,0,0
C13-label-5,TG(14:0_16:1_18:2),C51H95O6N,190468.95,367018.34,136315.19,194003.62,98710.41,NA,54080.44,569963.81,138920.86,471286.75,NA,400989.66,785215.31,498096.47
C13-label-6,TG(14:0_16:1_18:2),C51H95O6N,37010.59,164359.11,88471.63,0,0,NA,0,375967.62,86738.24,0,NA,98432.98,88206.49,199173.19
C13-label-7,TG(14:0_16:1_18:2),C51H95O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,60423.01,0
C12 PARENT,TG(15:0_16:0_18:2),C52H99O6N,28232802,47978764,18156130,26366046,20636086,NA,8831921,46173100,23433690,27431382,NA,25540096,34257764,22163222
C13-label-1,TG(15:0_16:0_18:2),C52H99O6N,16238115,25998474,11898525,15677339,11292197,NA,4604979.5,27104040,14209187,15872171,NA,14965736,17861096,13795935
C13-label-16,TG(15:0_16:0_18:2),C52H99O6N,0,95833.27,0,0,0,NA,0,72987.21,0,0,NA,0,78085.61,0
C13-label-17,TG(15:0_16:0_18:2),C52H99O6N,73405.08,114971.95,71949.88,69754.29,57835.09,NA,48041.52,115374.76,166405.39,0,NA,88878.37,134662.31,147017.27
C13-label-18,TG(15:0_16:0_18:2),C52H99O6N,1352818.5,2035763,1432062.12,1873190,1284960.12,NA,905637.44,3265693.25,2634873.25,2334290.5,NA,3584309.25,4987224,2781485.25
C13-label-19,TG(15:0_16:0_18:2),C52H99O6N,647965.12,560679.94,583785,818859.94,512266.53,NA,577850.31,425676.66,851248.94,776423.69,NA,947673.81,1454164.38,1490440
C13-label-2,TG(15:0_16:0_18:2),C52H99O6N,4697048,7873334.5,3811922,4789032,4093399.75,NA,1524158.88,8402863,4288060,5498896.5,NA,4802719.5,6806010.5,4607719
C13-label-20,TG(15:0_16:0_18:2),C52H99O6N,67708.73,213432.69,125930.37,133853.3,97266.59,NA,110518.27,128576.19,173147.8,155115.12,NA,243698.55,540212.62,69122.92
C13-label-21,TG(15:0_16:0_18:2),C52H99O6N,0,0,0,59688.68,0,NA,0,0,0,0,NA,59997.12,0,0
C13-label-3,TG(15:0_16:0_18:2),C52H99O6N,694683.44,1649293.12,619560.69,1177201.5,635172.06,NA,267663.28,2242034.75,984981.31,1114266,NA,847663.19,1808969.5,1187995.38
C13-label-4,TG(15:0_16:0_18:2),C52H99O6N,130711.6,221501.58,229101.42,443113.72,122199.68,NA,81880.06,557887.69,199295.48,391440.12,NA,180969.38,417748.28,246178
C13-label-42,TG(15:0_16:0_18:2),C52H99O6N,0,0,0,0,0,NA,47005.26,0,0,0,NA,0,0,0
C13-label-5,TG(15:0_16:0_18:2),C52H99O6N,0,0,68660.84,142134.88,0,NA,0,69989.17,54089.04,123828.19,NA,86251.02,0,158187.77
C13-label-6,TG(15:0_16:0_18:2),C52H99O6N,0,0,0,0,0,NA,0,129307.94,0,0,NA,0,78231.67,0
C12 PARENT,TG(16:0_16:1_18:2),C53H99O6N,1039035136,1890088832,673871936,912613376,578630208,NA,365876384,2073872384,889994048,1153946496,NA,1179717504,1207721344,1291603456
C13-label-1,TG(16:0_16:1_18:2),C53H99O6N,630660864,1145821824,413747872,553012672,349453920,NA,222284736,1243007360,549428672,657288896,NA,738051520,766746688,809492800
C13-label-10,TG(16:0_16:1_18:2),C53H99O6N,0,0,0,0,0,NA,0,0,0,112727.38,NA,0,0,0
C13-label-16,TG(16:0_16:1_18:2),C53H99O6N,2428035,4865926,726771.94,1387145.12,811765.75,NA,1803030.62,6707192.5,2349602.25,1273133.88,NA,5346720.5,6338275.5,3743263
C13-label-17,TG(16:0_16:1_18:2),C53H99O6N,6038517.5,10792401,4257840.5,5877077.5,3168776,NA,4861528,16737275,7731043.5,12033723,NA,16929516,16762389,17569310
C13-label-18,TG(16:0_16:1_18:2),C53H99O6N,76217064,135457808,60145284,86220992,46902124,NA,67854696,220423616,117234296,192441776,NA,226388272,216868112,232003408
C13-label-19,TG(16:0_16:1_18:2),C53H99O6N,32532530,61740016,23249904,34922460,18066576,NA,26897912,88642440,45075732,78700312,NA,96584696,88990520,98907432
C13-label-2,TG(16:0_16:1_18:2),C53H99O6N,215357136,401595744,152436496,208173392,125715736,NA,82375048,456405664,195650816,262192368,NA,273077472,304019200,306178016
C13-label-20,TG(16:0_16:1_18:2),C53H99O6N,9607860,16536921,6509460,10338128,6457414.5,NA,7170594,25882842,10772385,19938698,NA,22256826,27188202,25396990
C13-label-21,TG(16:0_16:1_18:2),C53H99O6N,1655069.12,3692693,1102072.38,2098728.25,1073058.62,NA,1175821,5661890.5,2525002.25,3908403.25,NA,5039688.5,6920795.5,5003666
C13-label-22,TG(16:0_16:1_18:2),C53H99O6N,587789.06,1014411.81,409061.34,806237,551409.31,NA,264762.47,675963.56,645099.69,708746.44,NA,1112439.88,2466838.75,1384079.88
C13-label-23,TG(16:0_16:1_18:2),C53H99O6N,0,241297.39,119413.09,394999,77726.99,NA,178332.02,0,97146.76,120931.23,NA,171713.14,634500.62,0
C13-label-24,TG(16:0_16:1_18:2),C53H99O6N,0,200398.27,0,0,121129.91,NA,99838.49,522659.34,0,176017.27,NA,136040.14,277089,394031.16
C13-label-25,TG(16:0_16:1_18:2),C53H99O6N,0,0,0,0,0,NA,51056.09,0,0,0,NA,0,234509.38,272423.62
C13-label-3,TG(16:0_16:1_18:2),C53H99O6N,44146336,82898280,37483636,53192028,30974930,NA,18601318,108854824,39112900,54194928,NA,66252004,80670688,70050040
C13-label-30,TG(16:0_16:1_18:2),C53H99O6N,147447.8,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-34,TG(16:0_16:1_18:2),C53H99O6N,0,0,0,0,0,NA,0,0,0,0,NA,103911.87,0,0
C13-label-4,TG(16:0_16:1_18:2),C53H99O6N,13016165,22243360,10493237,17415460,9978159,NA,5396572.5,31417662,10488209,16517491,NA,18460170,27239798,19407754
C13-label-5,TG(16:0_16:1_18:2),C53H99O6N,3859309,5881496,3336302.75,5341973.5,2343608.25,NA,1724176.62,9519867,2877238.75,5316681.5,NA,5883557.5,9694108,7176468
C13-label-6,TG(16:0_16:1_18:2),C53H99O6N,2014724.62,2016539.88,1091203,1980561,1077603.12,NA,920075.31,3827967.25,1058453.38,1726328.88,NA,2684140,4199634,2557295.75
C13-label-7,TG(16:0_16:1_18:2),C53H99O6N,501711.41,487831.16,163158.77,495289.47,402799.59,NA,260026.52,1125782.12,399526.41,450777.34,NA,470362.09,1495923,1065785.38
C13-label-8,TG(16:0_16:1_18:2),C53H99O6N,137563.09,303872.03,114922.22,128400.8,219389.12,NA,64353.18,324624.62,133980.3,170540.64,NA,0,762613,342394.31
C12 PARENT,TG(16:0_16:2_18:2),C53H97O6N,216575088,417869152,124635752,152293776,142613376,NA,84566544,440931456,225666640,243993088,NA,220084208,337992480,257507072
C13-label-1,TG(16:0_16:2_18:2),C53H97O6N,127348960,248287824,72430696,89207736,81144704,NA,50530620,261813232,136444944,152229200,NA,134137224,215247472,156523184
C13-label-17,TG(16:0_16:2_18:2),C53H97O6N,2280115.75,3581285.25,1460954.88,1803053,1817980,NA,2411207.25,6225836.5,5228218,5466173.5,NA,5071386.5,8882411,5303620.5
C13-label-18,TG(16:0_16:2_18:2),C53H97O6N,26337960,52680524,18389390,20789462,18884560,NA,27078086,68279536,49275904,63291092,NA,69400320,106759448,70384504
C13-label-19,TG(16:0_16:2_18:2),C53H97O6N,10771967,19554640,6656339.5,8198612.5,7372811.5,NA,10840008,28278002,19559974,25317294,NA,27205896,40806708,29226538
C13-label-2,TG(16:0_16:2_18:2),C53H97O6N,41517860,79470976,24404314,31223642,29933358,NA,18395928,85590592,50723536,52282708,NA,48472868,83062464,53711132
C13-label-20,TG(16:0_16:2_18:2),C53H97O6N,3132215.75,5470895.5,1642318.5,2500472.5,2537722.75,NA,3470600.75,8294826,6275065.5,6484963.5,NA,8374085.5,13157288,9375409
C13-label-21,TG(16:0_16:2_18:2),C53H97O6N,684894.06,947388.5,268480.16,368582,472557,NA,718021.81,1225104.5,1244456.5,1341040.62,NA,1238644.75,3130803.75,2338440.75
C13-label-22,TG(16:0_16:2_18:2),C53H97O6N,412557.22,366853.5,87274.97,245500,173943.33,NA,517851.84,544439.75,603403.25,609113.19,NA,554406.06,1586814.62,845948.75
C13-label-23,TG(16:0_16:2_18:2),C53H97O6N,101584.77,0,0,0,0,NA,67113.59,277670.72,0,231274.14,NA,95845.25,487485.03,214754.75
C13-label-24,TG(16:0_16:2_18:2),C53H97O6N,0,32229.37,0,0,0,NA,48081.52,127782.05,0,0,NA,78398.95,112316.57,0
C13-label-28,TG(16:0_16:2_18:2),C53H97O6N,0,0,0,0,0,NA,32062.86,0,0,0,NA,81741.27,0,0
C13-label-3,TG(16:0_16:2_18:2),C53H97O6N,9049149,17968830,5903658,7668357.5,7293980,NA,5001730.5,20992232,12213307,11884572,NA,12320196,20658936,14434676
C13-label-35,TG(16:0_16:2_18:2),C53H97O6N,115583.6,234403.12,77162.84,164645.55,71067.37,NA,304798.59,219780.5,350154.66,549584.38,NA,506412.75,1197694.38,791491.06
C13-label-36,TG(16:0_16:2_18:2),C53H97O6N,954086.5,1567843.5,712040,871240.75,757497.75,NA,2160511.5,3141732.75,2548110.75,3244189.25,NA,5359939.5,8475259,5302188
C13-label-37,TG(16:0_16:2_18:2),C53H97O6N,466816.22,526927.94,127808.48,111231.71,142833.44,NA,520695,640277.44,328818.47,702568.75,NA,1065136.62,2283956,1123556.38
C13-label-38,TG(16:0_16:2_18:2),C53H97O6N,75150.89,121929.47,0,72375.94,0,NA,140069.8,99359.65,158842.45,231539.17,NA,243110.05,564512.06,385417.62
C13-label-4,TG(16:0_16:2_18:2),C53H97O6N,2701137,4425662,1474456.88,1725272.62,1731959.88,NA,1527863.5,5651682,3345210.75,4241422.5,NA,4039747.25,8643501,4737007.5
C13-label-5,TG(16:0_16:2_18:2),C53H97O6N,399209.25,1190068.12,468060.34,655353,569465,NA,483947.12,2037374.12,754951.31,599429.69,NA,1538291.12,1839725.62,1666969.38
C13-label-6,TG(16:0_16:2_18:2),C53H97O6N,418077.09,258997.11,157479.77,183299.11,88712.76,NA,210925.12,453807.47,336705.56,420048.12,NA,392780.59,874325.94,599876
C13-label-7,TG(16:0_16:2_18:2),C53H97O6N,96433.16,209782.3,0,0,126642.27,NA,38846.05,0,172525.8,0,NA,80023,151376.05,129072.91
C13-label-8,TG(16:0_16:2_18:2),C53H97O6N,66757.25,88196.7,38057.29,76500.45,0,NA,68222.72,121893.6,136195.08,0,NA,0,46788.86,127186.01
C12 PARENT,TG(16:0_17:1_18:2),C54H101O6N,245193552,406845440,127680600,190084224,133507904,NA,67226840,408016384,163889136,205276048,NA,206164608,260301104,226122320
C13-label-1,TG(16:0_17:1_18:2),C54H101O6N,148806224,256658928,79842088,112710552,81192024,NA,41774400,252860752,105345496,124342952,NA,129334440,166745264,138986128
C13-label-13,TG(16:0_17:1_18:2),C54H101O6N,0,0,0,0,0,NA,0,0,0,157175.12,NA,0,0,0
C13-label-16,TG(16:0_17:1_18:2),C54H101O6N,457668.97,849031.19,194865.45,460965.09,226142.75,NA,231656.3,1258588.25,589934.44,782014.19,NA,913775.31,1232099.5,746922.44
C13-label-17,TG(16:0_17:1_18:2),C54H101O6N,1189713.62,2515528.75,842227.56,1392999,757143.81,NA,1098590.38,3822584.25,1663274,2754819,NA,3228975.75,3469543.75,2818494.25
C13-label-18,TG(16:0_17:1_18:2),C54H101O6N,17158398,28914856,11184363,16472049,10280795,NA,11738541,39967000,20070624,29691162,NA,37153980,43545712,37832588
C13-label-19,TG(16:0_17:1_18:2),C54H101O6N,7395328,11072795,4681684.5,5874001.5,4133136.25,NA,4759695,15653295,8497796,13525296,NA,15718268,19518170,14858728
C13-label-2,TG(16:0_17:1_18:2),C54H101O6N,46428852,80755968,25865782,38617328,24790536,NA,14209744,86078008,32624914,42352972,NA,45802000,59625952,47617772
C13-label-20,TG(16:0_17:1_18:2),C54H101O6N,1818114.38,2707089.75,580384.19,1708458,453299.66,NA,1386086.62,3863442,1609409,2026317.5,NA,3496113.25,4305182.5,3843273.25
C13-label-21,TG(16:0_17:1_18:2),C54H101O6N,278384.59,384511.66,62655.19,129719.91,172281.89,NA,110978.69,592009.94,235567.92,287683.75,NA,679055.44,859705.69,415427.84
C13-label-22,TG(16:0_17:1_18:2),C54H101O6N,85660.28,62051.22,67703.46,0,0,NA,37649.96,180669.45,0,0,NA,222775.83,403625.62,146572.27
C13-label-23,TG(16:0_17:1_18:2),C54H101O6N,0,0,0,0,0,NA,0,95562.9,0,0,NA,82234.01,0,0
C13-label-3,TG(16:0_17:1_18:2),C54H101O6N,10403293,18247926,6066936.5,8500545,5410969.5,NA,3127580.75,18853762,6071192.5,8415980,NA,10727235,14136309,11531267
C13-label-33,TG(16:0_17:1_18:2),C54H101O6N,0,0,0,0,0,NA,25618.55,0,0,0,NA,0,0,0
C13-label-35,TG(16:0_17:1_18:2),C54H101O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,113790.57,0
C13-label-4,TG(16:0_17:1_18:2),C54H101O6N,1747632.5,3446557.75,1323636.62,2259181.25,1275316,NA,603532.81,4664133.5,1543536.38,2304626,NA,2269047.25,3478061,2596908.5
C13-label-41,TG(16:0_17:1_18:2),C54H101O6N,0,0,0,0,46919,NA,0,0,0,0,NA,0,0,0
C13-label-5,TG(16:0_17:1_18:2),C54H101O6N,564403.69,662897.31,140832.58,741867.31,347833.47,NA,160565.86,1076885.62,373535.34,424475.09,NA,356236.66,906216.69,680032.69
C13-label-6,TG(16:0_17:1_18:2),C54H101O6N,207714.12,156448.06,91703.88,184592.11,0,NA,52122.62,225596.12,0,107169.19,NA,114620.48,192288.56,223245.3
C13-label-7,TG(16:0_17:1_18:2),C54H101O6N,0,0,0,175116.08,56761.83,NA,0,0,0,0,NA,51171.43,118436.15,0
C12 PARENT,TG(16:0_17:2_18:2),C54H99O6N,75221008,112329632,36852980,53586188,48171020,NA,27545986,113240776,70291192,66076060,NA,72591168,97555624,88312120
C13-label-1,TG(16:0_17:2_18:2),C54H99O6N,46337504,69851480,21856380,32422766,28223200,NA,17088614,73043112,44919104,39971832,NA,43613720,62736800,51751956
C13-label-18,TG(16:0_17:2_18:2),C54H99O6N,10884043,14867947,5576449.5,7329354.5,6780681.5,NA,9054095,21984282,16421175,18108288,NA,22724474,28094032,27298078
C13-label-19,TG(16:0_17:2_18:2),C54H99O6N,4356982.5,6202694,2477856.5,2802592.25,2580894,NA,3324177.25,7742012,6748056.5,7029871.5,NA,9110468,12788347,11998395
C13-label-2,TG(16:0_17:2_18:2),C54H99O6N,13688080,19833882,6976845.5,10449199,8694463,NA,5956099.5,21591214,14024631,12414979,NA,13421184,19889298,16753933
C13-label-20,TG(16:0_17:2_18:2),C54H99O6N,979433.56,1479265.88,337886.41,709296.44,502994.97,NA,858174,2020139.5,1385309,1691244.62,NA,2034509.62,3374099.25,2597458.75
C13-label-21,TG(16:0_17:2_18:2),C54H99O6N,168180.12,140246.7,0,60321.71,99177,NA,119698.94,124784.84,143487.27,119989.44,NA,349319.69,691455,318854.38
C13-label-22,TG(16:0_17:2_18:2),C54H99O6N,0,0,0,0,0,NA,39885.12,0,0,0,NA,0,118732.84,0
C13-label-23,TG(16:0_17:2_18:2),C54H99O6N,0,0,64638.07,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-27,TG(16:0_17:2_18:2),C54H99O6N,0,0,0,0,0,NA,0,0,92283.84,0,NA,0,0,0
C13-label-3,TG(16:0_17:2_18:2),C54H99O6N,2605932.25,3562169.75,1637000,2126939.25,1712610.38,NA,1419478,4996968.5,2701598.25,2727078.5,NA,3219373.25,4466652,3793093.75
C13-label-35,TG(16:0_17:2_18:2),C54H99O6N,0,72927.04,0,49662.14,55121.54,NA,162033.89,0,100932.16,0,NA,157502.22,262321.09,250602.08
C13-label-36,TG(16:0_17:2_18:2),C54H99O6N,711179.19,671431.56,332400.16,284280.28,169465.52,NA,679114.5,1058030.88,1033785.69,537035.88,NA,1984364.62,2441632.25,2045616.88
C13-label-37,TG(16:0_17:2_18:2),C54H99O6N,108527.91,75760.41,0,0,72038.75,NA,186693.33,374035,0,345645.12,NA,486666.97,394117.5,345366.66
C13-label-4,TG(16:0_17:2_18:2),C54H99O6N,486718.75,926530.56,172265.94,460750.34,128099.84,NA,296031.28,1206780.88,671613.81,574651.31,NA,778102,1063995.38,827151.25
C13-label-5,TG(16:0_17:2_18:2),C54H99O6N,73391.13,85425.6,50157.04,57504.9,51180.42,NA,40967.56,204538.33,0,0,NA,71650.85,193239.7,151777.34
C13-label-6,TG(16:0_17:2_18:2),C54H99O6N,0,62713.07,0,38256.12,0,NA,0,0,0,0,NA,0,110361.76,0
C13-label-7,TG(16:0_17:2_18:2),C54H99O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,65221.64,0
C13-label-8,TG(16:0_17:2_18:2),C54H99O6N,44400.41,0,35992.79,0,41457.21,NA,0,0,0,0,NA,0,0,0
C13-label-9,TG(16:0_17:2_18:2),C54H99O6N,0,0,29400.73,0,0,NA,18390.81,0,0,0,NA,0,0,0
C12 PARENT,TG(16:0_18:1_18:2) (4),C55H103O6N,5297204736,6212474368,3756320768,4886661120,4340665344,NA,3294753536,6565423616,4744644608,5164494336,NA,5683845632,5284465152,5697248768
C13-label-1,TG(16:0_18:1_18:2) (4),C55H103O6N,3276742912,3902500864,2347853056,3034882816,2674300160,NA,2127481344,4094283008,3007568896,3268576512,NA,3665085184,3427246080,3626587136
C13-label-15,TG(16:0_18:1_18:2) (4),C55H103O6N,569017.81,670772.75,390323.91,532513.06,319140.78,NA,1017586,2746324,1234531.62,348027.38,NA,2354397.75,1447019.38,1326589.38
C13-label-16,TG(16:0_18:1_18:2) (4),C55H103O6N,9781297,13978908,6465185.5,9704107,7716411.5,NA,11502440,20965142,11427941,15530044,NA,23535366,20118194,20710874
C13-label-17,TG(16:0_18:1_18:2) (4),C55H103O6N,31980022,34922240,26578528,33712816,24941670,NA,43332672,47824444,42281988,56915360,NA,76307208,74736120,70852896
C13-label-18,TG(16:0_18:1_18:2) (4),C55H103O6N,393921664,454778112,321507744,426866432,339011232,NA,592262144,680287040,627941312,847040576,NA,1069535552,963442368,965832960
C13-label-19,TG(16:0_18:1_18:2) (4),C55H103O6N,165955520,192781232,137042112,183471232,144908560,NA,265783872,279317856,275122784,356650560,NA,474429856,437450976,459658752
C13-label-2,TG(16:0_18:1_18:2) (4),C55H103O6N,1159268480,1390225920,877663488,1146463360,998979392,NA,767777728,1519896448,1098979328,1240596992,NA,1381437056,1370522496,1382017536
C13-label-20,TG(16:0_18:1_18:2) (4),C55H103O6N,44197304,58609084,37065540,54217868,41964612,NA,70804528,81707272,68501488,98721568,NA,128946424,127304320,121595352
