Time difference of 9.764995 hours
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CHB
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinA
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinC
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CHB
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CGln
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CAla
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CHB
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinC
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CAla
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CGln
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CAla
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinC
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinA
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CGln
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinA
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CGln
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CGln
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinA
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinB
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinD
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinA
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CGln
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CHB
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinA
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinD
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CGln
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CGln
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinD
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinB
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinB
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinB
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CHB
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinC
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinE
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinB
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinB
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinA
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinE
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CHB
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinE
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinC
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinC
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinC
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinA
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinD
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinF
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinC
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinC
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinB
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinF
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinA
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinF
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinD
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinD
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinD
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinB
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinE
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinG
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinD
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinD
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinC
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinG
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinB
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinG
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinE
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinE
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinE
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinC
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinF
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinH
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinE
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinE
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinD
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinH
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinC
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinH
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinF
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinF
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinF
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinD
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinG
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinI
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinF
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinF
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinE
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinI
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinD
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinI
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinG
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinG
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinG
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinE
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinH
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13CLinoKinJ
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinG
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinG
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinF
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinJ
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinE
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinJ
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinH
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinI
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinH
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinH
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinF
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinI
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13ChpAAb
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinH
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinH
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinG
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13ChpAAb
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinF
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13ChpAAb
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinI
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13CLinoKinJ
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinI
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinI
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinI
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinG
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13CLinoKinJ
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinI
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13ChpAAc
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinI
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinI
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinH
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinI
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13ChpAAc
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinG
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #69; stage UB; binary index 8; optim.step 2; tracer 13ChpAAc
reaction #58; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinI
reaction #9; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinI
reaction #65; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinJ
reaction #60; stage LB; binary index 1; optim.step 2; tracer 13ChpAAb
reaction #13; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinJ
reaction #5; stage LB; binary index 8; optim.step 4; tracer 13CLinoKinJ
reaction #85; stage LB; binary index 4; optim.step 4; tracer 13CLinoKinJ
reaction #67; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #19; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #11; stage LB; binary index 2; optim.step 1; tracer 13CLinoKinH
reaction #73; stage UB; binary index 7; optim.step 5; tracer 13ChpAAb
reaction #28; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinJ
reaction #22; stage UB; binary index 5; optim.step 4; tracer 13ChpAAd
reaction #23; stage LB; binary index 7; optim.step 1; tracer 13CLinoKinJ
reaction #56; stage UB; binary index 8; optim.step 2; tracer 13CLinoKinJ
reaction #75; stage LB; binary index 8; optim.step 3; tracer 13CLinoKinI
reaction #92; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinJ
reaction #84; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #53; stage UB; binary index 8; optim.step 2; tracer 13ChpAAd
reaction #62; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #51; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinH
reaction #89; stage UB; binary index 1; optim.step 2; tracer 13CLinoKinI
